	001A	001B	002B	003A	004B	006A	006B	008A	008B	009A	009B	010A	010B	012A	012B	013A	013B	014B	015B	016B	017B	018B	019A	020B	27S	30S	31S	4S
K09808	25	10	6	47	5	816	4	205	276	1470	2	1624	4	597	611	613	2	1156	112	194	1963	861	11	4	1057	2	425	3
K09809	304	1237	129	43	431	1	41	4	207	1	1005	3	395	2	2	3	0	1	5	3	1	2	115	738	1	368	91	536
K09810	3	7	3	65	5	3326	3	89	15	1602	2	1516	6	709	475	695	3	985	79	118	1068	570	10	2	407	4	311	2
K09811	121	28	21	1217	17	1718	16	1511	1141	1985	16	3394	42	2147	2454	1025	746	2197	170	1025	4343	2127	174	23	2777	17	1288	17
K09812	117	17	24	1605	16	1377	16	1531	1128	2135	12	5497	21	1437	3042	1310	756	3224	355	1452	5936	3284	211	10	2205	19	532	10
K09815	15	25	630	815	280	5855	135	4624	114	11540	20	2643	15	5096	3811	8054	6385	11496	350	3121	12154	3700	589	15	4731	31	5813	7
K09816	2	2366	125	52	349	620	10	49	36	1323	5998	129	1137	1466	164	234	3	189	71	59	164	64	172	867	6	1067	2211	774
K09817	18	6721	4227	3257	4393	2113	2264	2991	42	6390	13299	1473	2531	5933	1887	3514	16	2517	89	4067	3291	1254	4813	7	1763	2083	3914	1230
K09823	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09825	51	398	78	4063	652	2542	38	7376	92	4701	47	8808	315	1709	2015	2446	6303	5369	652	7050	11226	8534	164	1007	2686	26	1467	43
K09835	0	951	33	2	1	1	0	3	3	0	143	0	361	1	0	0	1	2	1	1	1	0	111	0	1	284	69	465
K09857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K09861	621	514	74	32	284	49	44	61	326	93	313	531	280	24	102	139	6	197	67	56	870	381	126	735	861	478	229	523
K09866	39	0	1	2	0	3	1	27	1016	17	0	8	2	10	153	8	2	12	1	71	265	14	8	2	23	0	13	0
K09873	35	1	0	0	0	1	1	3	0	158	2	0	0	53	0	16	0	41	0	1	0	0	0	0	0	0	0	0
K09888	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09889	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K09893	1	1	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	2	0	2	1	1	1	2	1	1	1	1
K09895	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09902	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09903	6697	13141	11245	15367	14410	6687	7187	17321	8814	12046	7085	8181	4403	7290	11893	7563	3947	15827	704	12990	20328	10992	9777	3552	4448	4284	4936	5664
K09909	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09915	0	0	0	1	0	24	0	19	0	9	0	4	0	1	0	0	0	1	0	19	0	5	0	0	0	0	0	0
K09916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
K09921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
K09927	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
K09937	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1
K09949	11	13	24	464	8	781	8	1320	12	599	4	209	5	494	553	391	1436	1061	15	855	1066	651	115	5	179	1	154	1
K09963	3133	3146	236	66	1039	6	118	14	653	4	1370	9	990	8	5	8	6	6	7	7	7	5	258	5503	12	1170	760	1934
K09972	0	0	0	0	0	0	0	35	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K09988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K09994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K09996	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K09997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09998	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K09999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K10000	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0
K10009	1	14	1	11	98	1	1	1	2	8	1	1	1	1	7	2	3	1	1	1	1	4	4	112	10	9	2	10
K10010	1	31	7	11	98	19	2	9	1	6	1	4	1	3	1	2	1	50	1	1	1	2	3	202	1	4	4	13
K10011	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K10013	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K10014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K10016	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K10026	1	1	2	35	1	25	3	2	1	2	1	8	1	1	1	2	2	1	51	2	1	1	5	2	2	1	1	1
K10039	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	1	1	0	0	0	0	0
K10040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	40	9	0	0	4	1	0	0	0	0
K10041	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0
K10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K10108	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	1	0	1	0	3	0	1	1	0	0	0	0
K10109	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
K10110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K10111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
K10112	21465	32381	41442	48586	48902	5718	27281	43957	15709	25726	10829	22904	16994	41279	20152	31041	341	35852	547	57543	44370	18493	54444	11516	28133	17452	34839	15065
K10117	69	1754	178	72	681	291	6	117	1577	956	169	424	462	127	665	1090	1	420	7	466	1568	211	104	103	299	197	151	129
K10118	141	312	30	1515	14	288	14	5048	799	2564	159	2463	283	1498	2569	2032	95	1597	27	2412	8305	2835	310	191	1693	260	668	256
K10119	1	327	1	1	1	2	1	3	7	3	191	1	288	5	11	2	1	2	7	3	2	1	40	94	1	332	17	297
K10124	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
K10188	49	6	17	601	2	23	5	744	306	112	4	379	2	74	393	142	2	396	7	390	945	791	24	3	225	1	26	1
K10206	0	0	0	0	0	10	0	3	6	11	0	4	0	8	41	0	0	8	0	0	26	21	0	0	0	0	1	0
K10213	0	0	0	0	0	2	0	500	2	7	0	1	2	2	1	1	7	1	0	0	4	1	0	0	1	1	1	1
K10231	0	0	0	0	0	1	0	7	174	3	0	4	0	0	62	1	0	6	1	18	52	3	3	0	2	0	7	0
K10439	41	586	70	917	756	253	5	600	454	119	3	996	630	243	3898	162	72	172	37	543	1604	582	627	297	355	106	58	33
K10440	19	295	21	267	281	122	3	99	612	53	2	262	10	81	683	42	82	57	14	189	308	87	229	2	160	4	72	133
K10441	13	888	56	613	723	71	3	349	370	103	4	273	3	142	1039	59	39	64	18	251	454	152	346	4	291	57	40	163
K10530	1	5449	566	70	923	1	1	10	8	2	1925	2	537	2	2	2	3	1	4	3	4	1	1002	2158	4	1880	1863	4193
K10532	0	1	0	0	0	22	0	0	0	3	0	13	0	5	1	3	0	29	0	0	0	0	0	0	0	0	14	0
K10536	1	4	6	53	1	1102	1	129	13	276	1	1504	2	57	257	216	1	1028	89	103	841	592	15	1	231	1	28	2
K10537	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10538	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K10539	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
K10540	1	17	11	2	2	237	1	5	1	7	1	2	2	2	2	1	4	9	1	2	19	2	7	2	7	1	1	1
K10541	0	0	0	0	0	11	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0
K10542	0	3	3	2	0	44	4	3	2	19	1	38	0	8	5	9	0	11	0	9	11	14	1	1	2	1	0	0
K10543	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
K10544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
K10545	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
K10546	73	0	2	0	0	2	0	21	469	8	0	19	1	4	44	7	0	8	0	10	367	5	44	1	24	0	110	0
K10547	13	0	0	0	0	0	0	8	155	1	0	7	1	2	18	1	1	4	0	13	144	1	16	0	7	0	16	0
K10548	25	0	1	0	0	1	0	8	163	4	1	1	0	9	13	3	0	7	0	11	105	1	12	0	4	0	7	0
K10549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10550	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K10551	0	0	0	0	0	2	0	2	1	2	0	0	0	1	4	1	0	8	1	2	7	0	0	0	0	0	0	0
K10558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K10559	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
K10563	3731	3959	4969	4036	4997	421	2829	3418	1794	2247	1356	203	1484	2084	1310	1960	1200	2158	28	4289	1796	923	4138	904	428	779	687	1021
K10681	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	29	1	0	0	2	0	0	0	0	0
K10682	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	33	0	0	0	1	0	0	0	0	0
K10685	0	0	0	0	0	19	1	53	2	128	3	9770	1	4	13	434	1	55	5	81	1407	25	1	2	72	0	60	0
K10716	1102	850	57	2	58	9	88	6	658	9	924	54	430	50	5	3	6	2	5	4	4	4	102	19	3	313	55	426
K10748	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K10763	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10773	1120	1012	2225	2687	3343	1128	1506	1490	1226	2090	636	942	373	1161	1473	687	570	1111	97	2119	1466	939	1077	960	694	1097	795	842
K10778	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10805	0	0	0	1	0	6	0	2	0	2	0	8	2	7	3	3	0	6	3	3	45	10	0	0	0	0	0	0
K10806	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10819	0	1	2	1	1	25	1	5	1	2	1	138	1	9	2	1	1	3	6	2	1	1	1	1	1	1	1	1
K10823	48	2190	36	16	12	1469	9	187	114	6071	1676	257	586	1164	235	650	7	1268	211	54	570	73	348	7	44	811	1501	588
K10824	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
K10831	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10857	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10900	1	2	4	54	1	761	2	35	34	988	2	197	1	298	327	7	1	332	68	4	413	74	16	4	9	1	42	2
K10906	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10907	0	2	1	72	1	91	0	49	0	125	1	613	7	362	1	31	94	42	1	176	191	71	3	0	13	1	2	1
K10914	0	8	1	1	2	10	1	2	3	101	0	3	1	10	3	2	7	6	35	1	1	3	1	0	4	2	2	1
K10939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10973	0	1	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10974	2	5	652	1307	793	1	628	612	3	919	9	3	2	354	210	706	1	1200	1	523	123	132	597	3	92	79	258	4
K10975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K10984	2899	1	1	1	408	5	157	2	317	7	4	2	1	3	4	1	1	6	1	2	2	2	4	71	1	3	1	1
K10985	1996	5	2	1	320	40	130	6	276	23	2	28	1	11	9	7	79	28	3	4	12	9	8	35	8	1	1	1
K10986	1707	2	1	1	439	2	249	1	334	2	1	4	1	1	2	3	1	2	1	3	2	1	3	51	1	5	1	1
K11031	373	664	2589	24272	1713	9919	1467	20241	778	9474	312	30790	318	11351	14474	11803	192	13566	566	30271	60820	39045	12418	268	12390	176	60188	74
K11032	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11038	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0
K11065	224	5036	76	5	11	581	3	11	57	516	1013	391	910	385	34	28	3	41	49	14	41	20	335	23	10	2861	471	21303
K11066	0	0	0	0	0	113	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
K11068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K11069	493	2702	1088	1122	1386	617	586	772	562	1727	1401	118	1261	1008	514	860	6	840	60	1045	464	161	1033	760	276	1351	1097	942
K11070	476	921	821	1101	1351	261	542	565	467	936	580	40	275	731	327	502	8	825	34	857	300	63	928	723	317	826	753	701
K11071	248	2101	568	644	816	151	304	342	230	511	964	41	903	466	233	308	6	377	74	445	267	50	636	1027	262	1667	585	2372
K11072	596	1786	1366	1461	1869	615	733	928	799	1534	1142	248	610	1190	621	776	67	766	63	1086	764	186	1126	722	574	881	1074	841
K11073	0	1	0	0	0	1	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11074	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11075	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11085	2	4	2	2	1	89	1	19	11	32	1	289	2	9	84	114	2	226	1	24	281	144	2	1	103	4	17	3
K11102	20	70	15	488	352	398	3	688	16	212	6	56	532	248	991	209	1417	362	9	559	594	350	10	692	135	28	348	15
K11103	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K11104	0	70	3	0	1	1	0	1	0	0	32	0	38	0	2	1	0	0	1	0	0	0	13	303	5	49	27	84
K11105	1	2	1	1	1	30	1	2	5	34	1	16	1	11	17	3	1	4	1	1	29	9	1	1	2	1	9	1
K11144	3252	6690	2815	2641	3496	5	2037	1706	1451	1048	2281	18	2462	1298	1028	1668	11	923	105	2286	504	115	3073	1306	681	2632	1510	3193
K11145	2036	7276	3126	2516	4098	49	1689	2449	1604	2276	2940	66	2506	2001	789	1292	14	2314	119	1480	667	185	3235	1813	547	1559	549	2392
K11175	3	9	5	404	6	553	3	849	16	408	3	103	5	293	822	167	528	842	10	656	811	302	35	4	230	16	317	26
K11183	0	1	1	0	0	0	0	1	6	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1
K11184	0	0	0	0	0	21	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	13	0	0	7	0	3	0
K11189	66593	47771	72108	65853	56344	672	38237	27784	45718	28842	17330	3931	16192	26232	14005	21144	251	28741	4040	52724	20830	3953	64129	26219	17385	13166	18323	12700
K11203	0	0	0	0	0	8	0	1	1	4	0	4	1	21	11	18	0	5	0	1	14	2	0	0	1	1	109	1
K11208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K11209	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
K11261	0	0	0	2	0	13	0	0	0	35	0	26	0	23	25	26	0	61	0	0	51	44	0	0	2	0	2	0
K11263	0	6	2	0	2	7	0	3	18	8	0	6	0	5	11	0	0	2	0	1	2	0	0	0	4	0	6	0
K11312	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11358	8	2	3	312	3	324	2	750	7	466	2	232	0	256	431	199	881	548	4	630	1116	501	3	2	178	1	102	1
K11382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	3	0	0	1	0
K11392	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K11472	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0
K11473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K11474	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
K11475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	5	9
K11477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K11527	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11529	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K11533	14	3	4	452	7	24	3	564	83	636	1	66	2	66	196	56	1	1914	8	501	381	322	5	3	114	0	11	0
K11534	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
K11535	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
K11537	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
K11540	2	4	1	75	2	28	3	188	11	401	2	1582	2	55	413	472	1	1191	100	186	1975	924	15	4	1015	2	144	0
K11541	0	0	0	0	0	15	0	1	0	1	0	10	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K11601	0	0	0	0	0	8	0	0	0	0	0	1	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0
K11604	4	709	43	4	0	0	0	5	1	0	307	0	294	1	0	0	0	0	0	1	0	1	87	0	1	197	56	442
K11605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
K11606	31	2	1	0	1	2	1	7	246	11	0	2	1	6	45	1	0	2	0	5	92	64	1	2	3	0	25	0
K11607	1	4	1	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	0	1	1	1	7	1	3	1	1	1
K11614	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0
K11615	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0
K11616	0	2	0	0	1	22	0	1	3	3	0	2	0	3	0	0	0	1	0	0	1	3	3	1	2	2	3	1
K11625	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	2	0	0	5	0	0	0
K11632	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	9	0	0	0
K11636	101	1	1	0	15	0	21	5	345	1	0	0	0	1	4	1	1	1	1	1	1	1	0	998	0	0	23	29
K11645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11685	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0
K11688	0	0	0	0	0	8	0	1	0	1	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11690	0	0	0	0	0	1	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K11693	200	5	4	2	1	14	1	94	2897	78	1	18	2	64	565	19	4	87	3	235	686	564	25	11	32	1	89	1
K11694	1	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K11695	0	2	0	0	0	12	0	0	0	4	0	1	0	1	0	0	0	1	0	0	1	3	0	0	2	0	2	0
K11704	33	223	115	90	1402	92	3	59	14	439	2	662	3	3331	6	18	2	24	1679	7	21	16	51	7	60	80	44	68
K11705	8	1	9	53	2	4	4	35	27	29	2	29	1	32	22	34	2	16	287	35	93	36	5	2	89	69	71	62
K11706	3	1	1	1	1	42	1	8	4	192	2	402	1	2469	1	4	1	2	567	1	3	1	2	1	36	27	26	31
K11707	2	24	9	3	1	45	1	23	99	109	2	74	1	415	17	5	6	5	2	3	83	25	589	2	24	1	36	1
K11708	4	20	18	3	7	14	2	9	41	25	11	27	5	88	14	5	4	4	16	7	18	12	305	12	6	1	9	1
K11709	1	17	6	2	2	19	1	7	36	23	1	8	1	29	5	1	2	2	2	2	11	4	290	2	8	1	3	1
K11710	1	14	3	50	4	93	3	8	40	187	2	40	3	140	8	264	8	524	1	2	18	28	450	3	10	2	26	2
K11717	613	15801	6738	5843	5541	1918	3143	5495	461	6552	3257	2803	5563	5629	5394	2894	2258	3915	222	5835	5951	4480	4230	4190	1780	4214	3294	5665
K11719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
K11720	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
K11732	0	0	0	0	0	2	0	1	1	2	0	7	0	2	1	2	2	1	0	1	6	1	1	0	3	0	1	0
K11733	20	3	6	94	3	397	3	1185	700	97	1	77	3	105	234	140	3	1290	4	109	503	338	3	3	101	1	15	1
K11734	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K11736	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
K11737	1292	1117	2535	2354	2521	32	1437	1445	1781	1489	1813	275	464	1060	990	1147	7	1446	41	1221	969	452	1544	1668	595	1395	495	1505
K11744	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11746	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
K11747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11748	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	4	4
K11749	4205	9481	6412	6635	7424	1415	3257	4334	2922	3682	6935	2195	3771	2418	2372	2614	1707	3892	230	4978	4393	1740	4865	3707	2393	4489	2641	5663
K11751	2	15	6	6	4	373	5	370	6	632	3	4945	4	47	1455	1080	1	2555	7	429	4821	2159	5	2	706	1	101	1
K11752	10	20916	64	341	329	544	8	1165	74	569	968	1174	7396	603	505	530	1833	1561	70	871	2177	821	132	2084	486	120	604	17146
K11753	2302	4004	581	2362	1106	1200	457	4354	2983	2318	2021	1550	1176	901	2046	1151	1365	2216	82	2486	4772	2812	785	1125	1634	1146	964	1570
K11754	1915	2042	7776	4934	9758	568	4857	4397	2517	2984	1266	2760	820	2076	3388	2084	496	2668	356	4010	4916	5702	4906	1635	1168	2366	1405	2606
K11755	1	2	2	2	2	1	2	2	1	3	1	2	2	2	2	2	1	2	1	3	2	4	48	1	2	2	2	2
K11907	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K11921	119	435	31	22	291	7	54	319	9	112	76	77	148	35	2	171	422	200	2	242	149	97	28	94	9	255	3	365
K11925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K11927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K11928	0	109	6	1	0	54	0	0	0	0	74	0	41	2	0	0	0	0	0	1	0	0	9	1	1	0	0	0
K11929	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11930	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0
K11931	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
K11933	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11934	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11936	1	1	0	0	1	0	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1
K11938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K11941	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11991	2761	2073	2628	3745	3333	410	1620	2637	461	2016	1169	888	688	2452	1817	1794	66	1810	203	2868	1883	721	3368	572	528	929	877	964
K11996	30	12	6	123	8	187	12	322	576	683	6	10299	7	221	851	526	7	181	9	312	17849	266	18	4	182	2	150	2
K12111	1	3	0	2	1	18	1	24	449	331	1	19	0	46	241	1	1	15	0	26	324	34	2	1	7	0	34	0
K12112	2	1	1	2	1	0	2	11	492	2	0	4	8	1	72	1	0	1	2	37	148	10	6	0	1	1	2	1
K12113	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
